,id,adult,title,original_language,overview,title,popularity,release_date,vote_average,vote_count
962,585244,False,I Still Believe,en,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,I Still Believe,49.468,2020-03-12,7.6,998
963,180299,False,The Raid 2,id,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",The Raid 2,41.943,2014-03-27,7.6,1907
964,10322,False,Being There,en,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",Being There,12.367,1979-12-19,7.6,749
965,8327,False,The Holy Mountain,es,The Alchemist assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.,The Holy Mountain,11.974,1973-11-29,7.6,693
966,982,False,The Manchurian Candidate,en,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",The Manchurian Candidate,13.049,1962-10-01,7.6,527
967,398978,False,The Irishman,en,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",The Irishman,31.21,2019-11-01,7.6,5526
968,283995,False,Guardians of the Galaxy Vol. 2,en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,Guardians of the Galaxy Vol. 2,192.567,2017-04-19,7.6,18611
969,38251,False,Mediterraneo,it,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",Mediterraneo,8.022,1991-01-31,7.6,838
970,31417,False,Eyes Without a Face,fr,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.",Eyes Without a Face,6.755,1960-01-11,7.6,526
971,660120,False,The Worst Person in the World,no,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",The Worst Person in the World,34.389,2021-10-13,7.6,612
972,587272,False,Father There Is Only One,es,"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time.",Father There Is Only One,316.386,2019-08-02,7.6,519
973,347201,False,Boruto: Naruto the Movie,ja,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",Boruto: Naruto the Movie,334.557,2015-08-07,7.6,1066
974,42801,False,"Yesterday, Today and Tomorrow",it,Three tales of very different women using their sexuality as a means to getting what they want.,"Yesterday, Today and Tomorrow",10.156,1963-12-21,7.6,332
975,1654,False,The Dirty Dozen,en,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",The Dirty Dozen,14.703,1967-06-15,7.6,937
976,860159,False,Crush,en,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.",Crush,160.84,2022-04-29,7.6,223
977,2204,False,Alice in the Cities,de,"German journalist Philip Winter has a case of writer’s block when trying to write an article about the United States. He decides to return to Germany, and while trying to book a flight, encounters a German woman and her nine year old daughter Alice doing the same. The three become friends (almost out of necessity) and while the mother asks Winter to mind Alice temporarily, it quickly becomes apparent that Alice will be his responsibility for longer than he expected. After returning to Europe, the innocent friendship between Winter and Alice grows as they travel together through various European cities on a quest for Alice’s grandmother.",Alice in the Cities,6.434,1974-05-17,7.6,207
978,1726,False,Iron Man,en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Iron Man,130.127,2008-04-30,7.6,23123
979,18900,False,In Cold Blood,en,"After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",In Cold Blood,7.501,1967-12-15,7.6,279
980,10754,False,A Short Film About Killing,pl,"Jacek climbs into the taxi driven by Waldemar, tells him to drive to a remote location, then brutally strangles him, seemingly without motive.",A Short Film About Killing,6.19,1988-03-11,7.6,264
981,269,False,Breathless,fr,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",Breathless,7.364,1960-03-16,7.6,1395
982,30020,False,Taste of Cherry,fa,"A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventually, Badii finds a man who is up for the task because he needs the money, but his new associate soon tries to talk him out of committing suicide.",Taste of Cherry,6.448,1997-09-28,7.6,388
983,11686,False,Love and Death,en,"Boris is a simple Russian villager who pines from afar for his beautiful cousin Sonja. Forced against his will into joining the Russian army during the Napoleonic Wars, the cowardly Boris accidentally becomes a military hero. But when his beloved Sonja comes to him with a dangerous patriotic scheme, Boris debates his desires and beliefs.",Love and Death,9.476,1975-06-10,7.6,698
984,338729,False,The Beauty Inside,ko,Woo-Jin changes into a different person when he wakes up. He falls in love with Yi-Soo.,The Beauty Inside,10.193,2015-08-20,7.6,209
985,9912,False,The World's Fastest Indian,en,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",The World's Fastest Indian,15.333,2005-10-12,7.6,560
986,1712,False,Giant,en,"Wealthy rancher Bick Benedict and dirt-poor cowboy Jett Rink both woo Leslie Lynnton, a beautiful young woman from Maryland who is new to Texas. She marries Benedict, but she is shocked by the racial bigotry of the White Texans against the local people of Mexican descent. Rink discovers oil on a small plot of land, and while he uses his vast, new wealth to buy all the land surrounding the Benedict ranch, the Benedict's disagreement over prejudice fuels conflict that runs across generations.",Giant,11.242,1956-11-08,7.6,530
987,746,False,The Last Emperor,en,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",The Last Emperor,13.936,1987-05-27,7.6,1297
988,244,False,King Kong,en,"Adventurous filmmaker, Carl Denham, sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to displayed on Broadway as Kong, the eighth wonder of the world.",King Kong,26.333,1933-03-15,7.6,1126
989,401698,False,Hidden Kisses,fr,"Nathan, 16, lives alone with his father Stephane. A newcomer in high school, he is invited to a party and falls in love with Louis, a boy in his class. They find themselves out of sight and kiss each other, but someone takes a picture of them. Soon, the photo is published on Facebook and a storm overtakes their lives as they face bullying and rejection.",Hidden Kisses,7.358,2016-02-04,7.6,240
990,218,False,The Terminator,en,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",The Terminator,57.526,1984-10-26,7.6,10690
991,333339,False,Ready Player One,en,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",Ready Player One,112.232,2018-03-28,7.6,13167
992,11040,False,Little Big Man,en,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",Little Big Man,8.58,1970-12-14,7.6,464
993,5165,False,L'Avventura,it,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",L'Avventura,8.176,1960-09-14,7.6,515
994,306819,False,The Danish Girl,en,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",The Danish Girl,19.053,2015-01-01,7.6,5249
995,19101,False,A Little Princess,en,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.",A Little Princess,19.863,1995-05-10,7.6,807
996,15917,False,Devdas,hi,Devdas is sent away by his father so he can improve himself but upon his return his father still doesn’t welcome him back. Devdas and Paro are in love but Paro is a lower caste and is set to be married to an older widower. Devdas is devastated & leaves home. He becomes an alcoholic womanizer and falls in love with a courtesan. Paro tries to get Devdas away from drinking before he self destructs.,Devdas,11.635,2002-07-11,7.6,266
997,9444,False,Anastasia,en,"This animated adventure spins a more optimistic twist on the long-mythicized story of the ""lost daughter"" of Russia's last czar. A wicked sorcerer places a curse on the Romanov family, and Anastasia is separated from them during their attempts to escape from a rowdy revolt seizing their palace. Years later, after growing up with amnesia in an orphanage, ""Anya"" encounters two Russian men seeking a reward offered by the Dowager Empress Marie, for the return of her missing granddaughter. They decide to travel together to visit the Empress in Paris. Will Anya finally be reunited with her remaining family and find a loving home at last?",Anastasia,58.63,1997-11-20,7.6,4654
998,18329,False,Happy Together,zh,A gay couple from Hong Kong takes a trip to Argentina in search of a new beginning but instead begins drifting even further apart.,Happy Together,11.789,1997-05-30,7.6,463
999,13355,False,Scooby-Doo! Pirates Ahoy!,en,Ghost pirates attack the cruise ship that Scooby and the gang are vacationing on.,Scooby-Doo! Pirates Ahoy!,31.483,2006-01-01,7.6,211
1000,12093,False,Lilya 4-ever,sv,"Lilja lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilja hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilja arrives her life quickly enters a downward spiral.",Lilya 4-ever,7.266,2002-08-23,7.6,419
1001,642,False,Butch Cassidy and the Sundance Kid,en,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",Butch Cassidy and the Sundance Kid,14.208,1969-01-15,7.6,1748
1002,425909,False,Ghostbusters: Afterlife,en,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Ghostbusters: Afterlife,387.944,2021-11-11,7.6,3050
1003,14784,False,The Fall,en,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.",The Fall,8.869,2006-01-01,7.6,1020
1004,11782,False,Hard Boiled,cn,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,Hard Boiled,14.033,1992-04-16,7.6,579
1005,177945,False,"Like Father, Like Son",ja,Ryota Nonomiya is a successful businessman driven by money. He learns that his biological son was switched with another child after birth. He must make a life-changing decision and choose his true son or the boy he raised as his own.,"Like Father, Like Son",7.392,2013-09-28,7.6,508
1006,1933,False,The Others,en,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",The Others,46.464,2001-08-02,7.6,5327
1007,831405,False,Injustice,en,"When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",Injustice,123.262,2021-10-09,7.6,597
1008,1678,False,Godzilla,ja,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Yemani soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",Godzilla,16.246,1954-11-03,7.6,677
1009,736069,False,Justice Society: World War II,en,"When the Flash finds himself dropped into the middle of World War II, he joins forces with Wonder Woman and her top-secret team known as the Justice Society of America.",Justice Society: World War II,74.242,2021-04-27,7.6,409
1010,24653,False,The Consequences of Love,it,"Lugano, Switzerland. Titta Di Girolamo is a discreet and sullen man who has been living for almost a decade in a modest hotel room, a prisoner of an atrocious routine, apparently without purpose. His past is a mystery, nobody knows what he does for a living, he answers indiscreet questions evasively. What secrets does this enigmatic man hide?",The Consequences of Love,6.195,2004-09-24,7.6,687
1011,11657,False,Le Cercle Rouge,fr,"When French criminal Corey gets released from prison, he resolves to never return. He is quickly pulled back into the underworld, however, after a chance encounter with escaped murderer Vogel. Along with former policeman and current alcoholic Jansen, they plot an intricate jewel heist. All the while, quirky Police Commissioner Mattei, who was the one to lose custody of Vogel, is determined to find him.",Le Cercle Rouge,8.044,1970-10-19,7.6,474
1012,8703,False,Three Wishes for Cinderella,cs,"Popelka, a resourceful and independent young girl, is a servant in her stepmother's house and confides her closest friend the owl. When she comes across three magical acorns, she's granted a single wish for each one of them.",Three Wishes for Cinderella,10.57,1973-11-16,7.6,260
1013,55,False,Amores Perros,es,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Amores Perros,31.717,2000-06-16,7.6,2060
1014,489999,False,Searching,en,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop.",Searching,22.345,2018-08-24,7.6,3193
1015,220,False,East of Eden,en,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",East of Eden,8.854,1955-04-10,7.6,571
1016,17057,False,In a Lonely Place,en,An aspiring actress begins to suspect that her temperamental and mentally impaired boyfriend is a murderer.,In a Lonely Place,7.852,1950-05-17,7.6,418
1017,309809,False,The Little Prince,en,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",The Little Prince,29.087,2015-07-29,7.6,2409
1018,51822,False,Love Hurts,es,Family and friends try to sabotage the budding romance between a young upper class girl and a humble student.,Love Hurts,23.736,2002-11-08,7.6,206
1019,824,False,Moulin Rouge!,en,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",Moulin Rouge!,21.964,2001-05-24,7.6,3885
1020,514754,False,Bao,en,"An aging Chinese mom suffering from empty nest syndrome gets another chance at motherhood when one of her dumplings springs to life as a lively, giggly dumpling boy.",Bao,9.161,2018-06-15,7.6,952
1021,118406,False,Road to Ninja: Naruto the Movie,ja,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",Road to Ninja: Naruto the Movie,187.583,2012-07-28,7.6,719
1022,417261,False,Forever My Girl,en,"After being gone for a decade, a country star returns home to the love he left behind.",Forever My Girl,44.739,2018-01-26,7.6,1014
1023,42987,False,The Servant,en,"A decadent London aristocrat hires a man-servant to attend to his needs. However, the balance of power starts to shift...",The Servant,7.696,1963-11-14,7.6,238
1024,11969,False,Tombstone,en,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",Tombstone,37.435,1993-12-25,7.6,1602
1025,459670,False,Monica and Friends: Bonds,pt,"Fluffy, Jimmy Five's pet dog, vanished. He develops an infallible plan to rescue the little dog, but, he will need help from his faithful friends: Monica, Maggy and Smudge. Together, they will face challengers and live incredible adventures to get Fluffy back home.",Monica and Friends: Bonds,6.117,2019-06-27,7.6,241
1026,51739,False,The Secret World of Arrietty,ja,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",The Secret World of Arrietty,31.636,2010-07-16,7.6,2247
1027,4481,False,Manon of the Spring,fr,"In this, the sequel to Jean de Florette, Manon (Beart) has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men who greedily conspired to acquire her father's land years earlier.",Manon of the Spring,7.957,1986-11-19,7.6,382
1028,3767,False,Gilda,en,"A gambler discovers an old flame while in Argentina, but she's married to his new boss.",Gilda,7.411,1946-04-25,7.6,434
1029,222935,False,The Fault in Our Stars,en,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",The Fault in Our Stars,77.701,2014-05-16,7.6,10096
1030,430,False,"One, Two, Three",en,"C.R. MacNamara will do anything to get a promotion within the Coca-Cola company, including looking after boss W.P. Hazeltine's rebellious teenage daughter, Scarlett. When Scarlett visits Berlin, where C.R. is stationed, she reveals that she is married to a communist named Otto Piffl -- and C.R. recognizes that Otto's anti-establishment stance will clash with his boss's own political views, possibly jeopardizing his promotion.","One, Two, Three",7.354,1961-12-15,7.6,281
1031,348678,False,A Man Called Ove,sv,"Despite being deposed as president of his condominium association, grumpy 59-year-old Ove continues to watch over his neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life.",A Man Called Ove,12.044,2015-12-25,7.6,842
1032,3580,False,Changeling,en,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",Changeling,25.099,2008-01-30,7.6,3523
1033,870,False,Dolls,ja,"Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",Dolls,8.548,2002-09-05,7.6,236
1034,284053,False,Thor: Ragnarok,en,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",Thor: Ragnarok,218.325,2017-10-24,7.6,18073
1035,9693,False,Children of Men,en,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",Children of Men,16.651,2006-09-22,7.6,5919
1036,419430,False,Get Out,en,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",Get Out,203.948,2017-02-24,7.6,14458
1037,8073,False,Band of Outsiders,fr,"Cinephile slackers Franz and Arthur spend their days mimicking the antiheroes of Hollywood noirs and Westerns while pursuing the lovely Odile. The misfit trio upends convention at every turn, be it through choreographed dances in cafés or frolicsome romps through the Louvre. Eventually, their romantic view of outlaws pushes them to plan their own heist, but their inexperience may send them out in a blaze of glory -- which could be just what they want.",Band of Outsiders,8.621,1964-08-05,7.6,427
1038,423108,False,The Conjuring: The Devil Made Me Do It,en,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",The Conjuring: The Devil Made Me Do It,434.123,2021-05-25,7.6,4597
1039,21575,False,A Prophet,fr,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",A Prophet,8.742,2009-08-26,7.6,1234
1040,5558,False,The Phantom of Liberty,fr,"This Surrealist film, with a title referencing the Communist Manifesto, strings together short incidents based on the life of director Luis Buñuel. Presented as chance encounters, these loosely related, intersecting situations, all without a consistent protagonist, reach from the 19th century to the 1970s. Touching briefly on subjects such as execution, pedophilia, incest, and sex, the film features an array of characters, including a sick father and incompetent police officers.",The Phantom of Liberty,11.906,1974-09-10,7.6,212
1041,607259,False,Fatherhood,en,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",Fatherhood,122.786,2021-06-18,7.6,1065
1042,293660,False,Deadpool,en,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",Deadpool,238.957,2016-02-09,7.6,27138
1043,819,False,Sleepers,en,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,Sleepers,44.214,1996-10-18,7.6,2850
1044,638,False,Lost Highway,en,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",Lost Highway,14.388,1997-01-15,7.6,1999
1045,221,False,Rebel Without a Cause,en,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",Rebel Without a Cause,10.965,1955-10-29,7.6,1276
1046,63,False,Twelve Monkeys,en,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",Twelve Monkeys,27.2,1995-12-29,7.6,6997
1047,11321,False,Seven Pounds,en,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Seven Pounds,20.69,2008-12-18,7.6,5916
1048,11113,False,My Fair Lady,en,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,My Fair Lady,20.688,1964-10-21,7.6,1028
1049,244267,False,I Origins,en,"I Origins follows a molecular biologist studying the evolution of the human eye.  He finds his work permeating his life after a brief encounter with an exotic young woman who slips away from him.  As his research continues years later with his lab partner, they make a stunning scientific discovery that has far reaching implications and complicates both his scientific and and spiritual beliefs.  Traveling half way around the world, he risks everything he has ever known to validate his theory.",I Origins,13.002,2014-07-18,7.6,2798
1050,13413,False,BURN·E,en,What lengths will a robot undergo to do his job? BURN·E is a dedicated hard working robot who finds himself locked out of his ship. BURN·E quickly learns that completing a simple task can often be a very difficult endeavor.,BURN·E,8.888,2008-11-17,7.6,600
1051,10778,False,The Man Who Wasn't There,en,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",The Man Who Wasn't There,9.659,2001-10-26,7.6,1259
1052,1913,False,The Sea Inside,es,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",The Sea Inside,10.623,2004-09-03,7.6,729
1053,575604,False,The Call,ko,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",The Call,35.208,2020-11-27,7.6,540
1054,10637,False,Remember the Titans,en,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",Remember the Titans,24.419,2000-09-29,7.6,2170
1055,26371,False,Maurice,en,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",Maurice,11.621,1987-08-21,7.6,375
1056,64,False,Talk to Her,es,Two men share an odd friendship while they care for two women who are both in deep comas.,Talk to Her,12.537,2002-03-15,7.6,1020
1057,400160,False,The SpongeBob Movie: Sponge on the Run,en,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",The SpongeBob Movie: Sponge on the Run,236.574,2020-08-14,7.6,2503
1058,228205,False,The Longest Ride,en,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,The Longest Ride,31.175,2015-04-09,7.6,2788
1059,137113,False,Edge of Tomorrow,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",Edge of Tomorrow,74.512,2014-05-27,7.6,11849
1060,13562,False,My Man Godfrey,en,"Fifth Avenue socialite Irene Bullock needs a ""forgotten man"" to win a scavenger hunt, and no one is more forgotten than Godfrey Park, who resides in a dump by the East River. Irene hires Godfrey as a servant for her riotously unhinged family, to the chagrin of her spoiled sister, Cornelia, who tries her best to get Godfrey fired. As Irene falls for her new butler, Godfrey turns the tables and teaches the frivolous Bullocks a lesson or two.",My Man Godfrey,6.174,1936-09-02,7.6,253
